,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility
1969-12-31 09:53:41,1570824000,0.0,0.0,67.65,67.65,0.04,1017.0,17.48,23.15,73.0,0.0,6.0,10.0
1969-12-31 09:53:42,1570827600,0.0,0.0,69.95,69.95,0.03,1016.0,16.32,22.15,75.0,0.0,5.0,10.0
1969-12-31 09:53:43,1570831200,0.0,0.0,71.99,71.99,0.03,1015.4,15.53,21.09,76.0,0.0,4.0,10.0
1969-12-31 09:53:44,1570834800,0.0,0.0,72.94,72.94,0.03,1014.8,14.15,19.54,77.0,0.0,2.0,10.0
1969-12-31 09:53:45,1570838400,0.0,0.0,69.79,69.79,0.04,1014.5,12.04,17.39,79.0,0.0,1.0,10.0
1969-12-31 09:53:46,1570842000,0.0,0.0,66.18,66.18,0.04,1014.4,9.56,14.76,72.0,0.0,0.0,10.0
1969-12-31 09:53:47,1570845600,0.0,0.0,59.95,59.95,0.04,1014.6,6.99,11.14,63.0,0.0,0.0,10.0
1969-12-31 09:53:48,1570849200,0.0,0.0,54.51,54.51,0.04,1015.1,6.22,8.58,36.0,0.0,0.0,10.0
1969-12-31 09:53:49,1570852800,0.0,0.0,51.59,51.59,0.05,1015.5,6.37,8.29,20.0,0.0,0.0,10.0
1969-12-31 09:53:50,1570856400,0.0,0.0,50.2,50.2,0.05,1015.7,6.51,8.34,14.0,0.0,0.0,10.0
1969-12-31 09:53:51,1570860000,0.0,0.0,49.49,47.04,0.06,1014.6,6.03,7.34,3.0,0.0,0.0,10.0
1969-12-31 09:53:52,1570863600,0.0,0.0,48.45,46.0,0.07,1014.4,5.68,6.89,2.0,0.0,0.0,10.0
1969-12-31 09:53:53,1570867200,0.0,0.0,47.02,44.4,0.08,1015.4,5.52,6.93,4.0,0.0,0.0,10.0
1969-12-31 09:53:54,1570870800,0.0,0.0,45.36,42.82,0.09,1015.0,4.93,6.56,354.0,0.0,0.0,10.0
1969-12-31 09:53:55,1570874400,0.0,0.0,44.29,41.71,0.1,1015.1,4.73,6.22,355.0,0.0,0.0,10.0
1969-12-31 09:53:56,1570878000,0.0,0.0,42.79,40.01,0.1,1014.6,4.65,5.93,3.0,0.0,0.0,10.0
1969-12-31 09:53:57,1570881600,0.0,0.0,42.4,39.36,0.11,1014.0,4.9,6.11,354.0,0.0,0.0,10.0
1969-12-31 09:53:58,1570885200,0.0,0.0,42.51,39.48,0.1,1014.3,4.92,5.98,5.0,0.0,0.0,10.0
1969-12-31 09:53:59,1570888800,0.0,0.0,43.01,40.06,0.09,1014.8,4.93,6.39,7.0,0.0,0.0,10.0
1969-12-31 09:54:00,1570892400,0.0,0.0,46.7,44.56,0.09,1014.0,4.68,6.83,9.0,0.0,0.0,10.0
1969-12-31 09:54:01,1570896000,0.0,0.0,52.74,52.74,0.07,1014.1,4.8,6.67,33.0,0.0,1.0,10.0
1969-12-31 09:54:02,1570899600,0.0,0.0,60.04,60.04,0.05,1014.6,6.51,9.03,70.0,0.0,3.0,10.0
1969-12-31 09:54:03,1570903200,0.0,0.0,65.75,65.75,0.04,1013.8,7.9,11.59,76.0,0.0,5.0,10.0
1969-12-31 09:54:04,1570906800,0.0,0.0,69.38,69.38,0.04,1013.5,8.56,11.81,79.0,0.0,6.0,10.0
1969-12-31 09:54:05,1570910400,0.0,0.0,72.38,72.38,0.04,1012.8,8.89,11.4,79.0,0.0,6.0,10.0
1969-12-31 09:54:06,1570914000,0.0,0.0,75.16,75.16,0.04,1011.8,8.4,10.66,80.0,0.0,5.0,10.0
1969-12-31 09:54:07,1570917600,0.0,0.0,77.09,77.09,0.04,1011.4,7.18,9.2,88.0,0.0,4.0,10.0
1969-12-31 09:54:08,1570921200,0.0,0.0,75.96,75.96,0.04,1010.8,5.66,7.43,93.0,0.01,2.0,10.0
1969-12-31 09:54:09,1570924800,0.0,0.0,75.34,75.34,0.03,1010.6,4.79,6.4,89.0,0.01,1.0,10.0
1969-12-31 09:54:10,1570928400,0.0,0.0,71.17,71.17,0.05,1010.8,4.21,5.62,73.0,0.01,0.0,10.0
1969-12-31 09:54:11,1570932000,0.0,0.0,63.85,63.85,0.06,1011.1,4.09,5.56,355.0,0.0,0.0,10.0
1969-12-31 09:54:12,1570935600,0.0,0.0,57.29,57.29,0.05,1011.6,3.91,5.45,320.0,0.0,0.0,10.0
1969-12-31 09:54:13,1570939200,0.0,0.0,54.59,54.59,0.06,1012.2,4.24,6.2,316.0,0.0,0.0,10.0
1969-12-31 09:54:14,1570942800,0.0,0.0,52.98,52.98,0.07,1011.8,4.63,7.05,335.0,0.01,0.0,10.0
1969-12-31 09:54:15,1570946400,0.0,0.0,51.88,51.88,0.07,1011.6,4.56,6.73,321.0,0.01,0.0,10.0
1969-12-31 09:54:16,1570950000,0.0,0.0,50.56,50.56,0.07,1012.5,4.31,6.0,318.0,0.01,0.0,10.0
1969-12-31 09:54:17,1570953600,0.0,0.0,49.38,48.3,0.08,1011.7,3.8,5.64,306.0,0.01,0.0,10.0
1969-12-31 09:54:18,1570957200,0.0,0.0,47.33,45.79,0.07,1011.8,4.0,5.54,307.0,0.0,0.0,10.0
1969-12-31 09:54:19,1570960800,0.0,0.0,46.58,44.96,0.08,1011.5,3.94,5.17,313.0,0.0,0.0,10.0
1969-12-31 09:54:20,1570964400,0.0,0.0,45.72,44.1,0.09,1011.5,3.79,5.17,326.0,0.0,0.0,10.0
1969-12-31 09:54:21,1570968000,0.0,0.0,44.87,43.18,0.11,1011.4,3.73,5.15,322.0,0.0,0.0,10.0
1969-12-31 09:54:22,1570971600,0.0,0.0,44.25,42.36,0.13,1012.3,3.85,5.23,323.0,0.0,0.0,10.0
1969-12-31 09:54:23,1570975200,0.0,0.0,44.1,42.19,0.13,1012.6,3.84,5.48,334.0,0.0,0.0,10.0
1969-12-31 09:54:24,1570978800,0.0,0.0,47.82,47.0,0.12,1012.4,3.22,4.79,339.0,0.0,0.0,10.0
1969-12-31 09:54:25,1570982400,0.0,0.0,55.17,55.17,0.09,1013.1,2.62,3.49,18.0,0.0,1.0,10.0
1969-12-31 09:54:26,1570986000,0.0,0.0,63.12,63.12,0.06,1012.5,3.9,5.15,76.0,0.0,3.0,10.0
1969-12-31 09:54:27,1570989600,0.0012,0.01,69.0,69.0,0.05,1012.3,5.61,7.52,94.0,0.0,5.0,10.0
1969-12-31 09:54:28,1570993200,0.0005,0.01,72.35,72.35,0.06,1011.8,5.81,8.19,110.0,0.0,6.0,10.0
1969-12-31 09:54:29,1570996800,0.0,0.0,74.76,74.76,0.06,1010.4,5.68,8.91,123.0,0.0,6.0,10.0
1969-12-31 09:54:30,1571000400,0.0,0.0,76.95,76.95,0.07,1009.4,5.24,8.74,138.0,0.0,5.0,10.0
1969-12-31 09:54:31,1571004000,0.0004,0.01,77.93,77.93,0.09,1009.4,6.88,9.92,167.0,0.0,3.0,10.0
1969-12-31 09:54:32,1571007600,0.0,0.0,76.84,76.84,0.13,1009.5,9.21,11.7,196.0,0.0,2.0,10.0
1969-12-31 09:54:33,1571011200,0.0,0.0,75.47,75.47,0.17,1009.1,10.33,12.63,209.0,0.0,1.0,10.0
1969-12-31 09:54:34,1571014800,0.0007,0.01,71.15,71.15,0.24,1009.5,10.11,13.46,214.0,0.0,0.0,10.0
1969-12-31 09:54:35,1571018400,0.0,0.0,65.25,65.25,0.3,1010.6,8.92,12.91,250.0,0.0,0.0,10.0
1969-12-31 09:54:36,1571022000,0.0,0.0,60.36,60.36,0.32,1010.9,6.79,10.0,260.0,0.0,0.0,10.0
1969-12-31 09:54:37,1571025600,0.0,0.0,57.1,57.1,0.36,1011.3,6.93,10.61,254.0,0.0,0.0,10.0
1969-12-31 09:54:38,1571029200,0.0016,0.01,55.74,55.74,0.36,1011.5,7.46,11.89,280.0,0.0,0.0,10.0
1969-12-31 09:54:39,1571032800,0.0,0.0,55.17,55.17,0.34,1011.7,8.54,12.5,270.0,0.0,0.0,10.0
1969-12-31 09:54:40,1571036400,0.0,0.0,54.04,54.04,0.34,1011.8,8.37,11.07,266.0,0.0,0.0,10.0
1969-12-31 09:54:41,1571040000,0.0,0.0,52.6,52.6,0.36,1011.5,7.83,10.5,271.0,0.0,0.0,10.0
1969-12-31 09:54:42,1571043600,0.0,0.0,51.03,51.03,0.33,1011.6,7.96,11.88,277.0,0.01,0.0,10.0
1969-12-31 09:54:43,1571047200,0.0,0.0,49.6,46.19,0.34,1011.6,8.23,12.97,267.0,0.01,0.0,10.0
1969-12-31 09:54:44,1571050800,0.0,0.0,47.89,44.06,0.34,1011.6,8.32,12.9,293.0,0.01,0.0,10.0
1969-12-31 09:54:45,1571054400,0.0,0.0,47.41,43.59,0.34,1012.4,8.06,11.79,289.0,0.01,0.0,10.0
1969-12-31 09:54:46,1571058000,0.0,0.0,47.85,44.19,0.34,1012.2,7.9,11.41,286.0,0.0,0.0,10.0
1969-12-31 09:54:47,1571061600,0.0,0.0,47.17,43.39,0.34,1013.1,7.84,11.38,295.0,0.0,0.0,10.0
1969-12-31 09:54:48,1571065200,0.0,0.0,50.42,50.42,0.31,1013.6,6.51,10.53,296.0,0.0,0.0,10.0
1969-12-31 09:54:49,1571068800,0.0,0.0,56.72,56.72,0.26,1014.0,5.69,8.82,308.0,0.0,1.0,10.0
1969-12-31 09:54:50,1571072400,0.0,0.0,63.09,63.09,0.22,1014.0,4.69,7.62,325.0,0.0,3.0,10.0
1969-12-31 09:54:51,1571076000,0.0,0.0,68.09,68.09,0.18,1013.8,4.15,7.44,313.0,0.0,4.0,10.0
1969-12-31 09:54:52,1571079600,0.0,0.0,71.66,71.66,0.16,1013.4,4.1,7.62,2.0,0.0,6.0,10.0
1969-12-31 09:54:53,1571083200,0.0,0.0,74.49,74.49,0.13,1012.7,4.54,8.1,30.0,0.0,6.0,10.0
1969-12-31 09:54:54,1571086800,0.0,0.0,76.74,76.74,0.11,1012.4,5.15,8.58,38.0,0.0,5.0,10.0
1969-12-31 09:54:55,1571090400,0.0,0.0,78.39,78.39,0.1,1012.1,4.81,7.97,44.0,0.0,3.0,10.0
1969-12-31 09:54:56,1571094000,0.0,0.0,77.07,77.07,0.11,1012.1,4.84,7.79,36.0,0.0,2.0,10.0
1969-12-31 09:54:57,1571097600,0.0,0.0,77.48,77.48,0.1,1012.1,5.13,8.45,29.0,0.0,1.0,10.0
1969-12-31 09:54:58,1571101200,0.0,0.0,71.71,71.71,0.14,1012.8,5.44,7.95,9.0,0.0,0.0,10.0
1969-12-31 09:54:59,1571104800,0.0,0.0,65.09,65.09,0.19,1013.6,7.7,9.88,318.0,0.0,0.0,10.0
1969-12-31 09:55:00,1571108400,0.0,0.0,59.28,59.28,0.24,1014.5,8.6,12.11,303.0,0.0,0.0,10.0
1969-12-31 09:55:01,1571112000,0.0,0.0,56.76,56.76,0.28,1015.1,9.17,12.81,299.0,0.0,0.0,10.0
1969-12-31 09:55:02,1571115600,0.0,0.0,55.92,55.92,0.31,1015.6,8.76,12.28,298.0,0.0,0.0,10.0
1969-12-31 09:55:03,1571119200,0.0,0.0,54.83,54.83,0.33,1015.7,8.17,10.54,302.0,0.0,0.0,10.0
1969-12-31 09:55:04,1571122800,0.0,0.0,53.62,53.62,0.32,1015.9,7.7,9.7,303.0,0.0,0.0,10.0
1969-12-31 09:55:05,1571126400,0.0,0.0,52.05,52.05,0.32,1015.8,6.69,8.9,306.0,0.0,0.0,10.0
1969-12-31 09:55:06,1571130000,0.0,0.0,49.14,46.94,0.34,1016.3,5.44,8.04,316.0,0.0,0.0,10.0
1969-12-31 09:55:07,1571133600,0.0,0.0,48.09,45.88,0.35,1016.3,5.15,8.09,323.0,0.0,0.0,10.0
1969-12-31 09:55:08,1571137200,0.0,0.0,48.22,46.03,0.34,1016.1,5.16,7.55,329.0,0.0,0.0,10.0
1969-12-31 09:55:09,1571140800,0.0,0.0,47.75,45.22,0.33,1016.3,5.59,7.6,325.0,0.0,0.0,10.0
1969-12-31 09:55:10,1571144400,0.0,0.0,48.35,46.1,0.3,1017.0,5.3,6.63,344.0,0.0,0.0,10.0
1969-12-31 09:55:11,1571148000,0.0,0.0,47.97,45.94,0.3,1017.3,4.82,6.52,359.0,0.0,0.0,10.0
1969-12-31 09:55:12,1571151600,0.0,0.0,51.65,51.65,0.28,1018.2,4.36,6.38,15.0,0.01,0.0,10.0
1969-12-31 09:55:13,1571155200,0.0,0.0,57.6,57.6,0.23,1018.4,4.6,6.87,45.0,0.02,1.0,10.0
1969-12-31 09:55:14,1571158800,0.0,0.0,64.99,64.99,0.17,1018.2,6.28,9.49,70.0,0.0,3.0,10.0
1969-12-31 09:55:15,1571162400,0.0,0.0,71.2,71.2,0.13,1017.8,8.06,11.99,78.0,0.0,5.0,10.0
1969-12-31 09:55:16,1571166000,0.0,0.0,75.35,75.35,0.1,1017.2,8.93,13.66,79.0,0.0,6.0,10.0
1969-12-31 09:55:17,1571169600,0.0,0.0,78.21,78.21,0.09,1016.3,9.59,14.26,77.0,0.0,6.0,10.0
1969-12-31 09:55:18,1571173200,0.0,0.0,81.09,81.09,0.07,1015.6,9.46,13.3,75.0,0.0,5.0,10.0
1969-12-31 09:55:19,1571176800,0.0,0.0,83.2,83.2,0.06,1014.7,9.03,12.1,73.0,0.0,4.0,10.0
1969-12-31 09:55:20,1571180400,0.0,0.0,84.2,84.2,0.06,1014.4,7.92,10.75,71.0,0.0,2.0,10.0
1969-12-31 09:55:21,1571184000,0.0,0.0,82.93,82.93,0.06,1014.5,7.44,10.03,73.0,0.0,1.0,10.0
1969-12-31 09:55:22,1571187600,0.0,0.0,77.97,77.97,0.08,1014.3,5.88,8.9,52.0,0.0,0.0,10.0
1969-12-31 09:55:23,1571191200,0.0,0.0,69.17,69.17,0.11,1015.1,5.14,6.94,10.0,0.0,0.0,10.0
1969-12-31 09:55:24,1571194800,0.0,0.0,62.52,62.52,0.15,1015.5,5.2,7.0,332.0,0.0,0.0,10.0
1969-12-31 09:55:25,1571198400,0.0,0.0,59.57,59.57,0.18,1015.8,5.55,8.13,327.0,0.0,0.0,10.0
1969-12-31 09:55:26,1571202000,0.0,0.0,58.73,58.73,0.19,1016.2,6.02,8.7,326.0,0.01,0.0,10.0
1969-12-31 09:55:27,1571205600,0.0,0.0,57.51,57.51,0.2,1015.6,5.65,7.97,317.0,0.05,0.0,10.0
1969-12-31 09:55:28,1571209200,0.0,0.0,57.03,57.03,0.21,1015.8,5.65,7.98,315.0,0.13,0.0,10.0
1969-12-31 09:55:29,1571212800,0.0,0.0,56.56,56.56,0.22,1016.0,5.99,8.28,315.0,0.24,0.0,10.0
1969-12-31 09:55:30,1571216400,0.0,0.0,55.54,55.54,0.25,1016.3,5.29,7.96,325.0,0.32,0.0,10.0
1969-12-31 09:55:31,1571220000,0.0,0.0,54.49,54.49,0.26,1016.1,4.86,7.02,327.0,0.37,0.0,10.0
1969-12-31 09:55:32,1571223600,0.0,0.0,53.17,53.17,0.28,1016.0,4.61,6.64,336.0,0.42,0.0,10.0
1969-12-31 09:55:33,1571227200,0.0,0.0,52.53,52.53,0.31,1015.7,4.03,5.99,336.0,0.34,0.0,10.0
1969-12-31 09:55:34,1571230800,0.0,0.0,51.99,51.99,0.35,1015.3,4.04,5.46,349.0,0.32,0.0,10.0
1969-12-31 09:55:35,1571234400,0.0,0.0,51.31,51.31,0.35,1015.9,3.83,5.45,3.0,0.3,0.0,10.0
1969-12-31 09:55:36,1571238000,0.0,0.0,55.11,55.11,0.31,1015.9,3.57,5.45,15.0,0.28,0.0,10.0
1969-12-31 09:55:37,1571241600,0.0,0.0,60.63,60.63,0.25,1016.1,3.84,5.37,46.0,0.28,1.0,10.0
1969-12-31 09:55:38,1571245200,0.0,0.0,68.05,68.05,0.19,1015.8,5.03,7.17,81.0,0.28,3.0,10.0
1969-12-31 09:55:39,1571248800,0.0,0.0,73.56,73.56,0.16,1015.2,5.94,8.36,93.0,0.5,4.0,10.0
1969-12-31 09:55:40,1571252400,0.0,0.0,77.69,77.69,0.15,1014.3,5.81,8.34,103.0,0.5,5.0,10.0
1969-12-31 09:55:41,1571256000,0.0,0.0,80.21,80.21,0.14,1013.2,5.11,7.92,114.0,0.48,5.0,10.0
1969-12-31 09:55:42,1571259600,0.0,0.0,82.76,82.76,0.14,1012.1,4.57,7.61,120.0,0.53,4.0,10.0
1969-12-31 09:55:43,1571263200,0.0,0.0,83.8,83.8,0.14,1011.1,4.94,7.65,151.0,0.48,3.0,10.0
1969-12-31 09:55:44,1571266800,0.0,0.0,82.13,82.13,0.16,1010.4,5.89,8.28,202.0,0.62,2.0,10.0
1969-12-31 09:55:45,1571270400,0.0,0.0,81.58,81.58,0.18,1009.7,7.36,9.32,215.0,0.59,0.0,10.0
1969-12-31 09:55:46,1571274000,0.0,0.0,78.2,78.2,0.21,1009.8,7.82,11.18,190.0,0.54,0.0,10.0
1969-12-31 09:55:47,1571277600,0.0,0.0,73.02,73.02,0.26,1010.2,7.73,11.36,307.0,0.49,0.0,10.0
1969-12-31 09:55:48,1571281200,0.0,0.0,67.83,67.83,0.3,1010.4,7.26,11.29,280.0,0.45,0.0,10.0
1969-12-31 09:55:49,1571284800,0.0,0.0,65.66,65.66,0.31,1010.5,7.81,12.38,268.0,0.37,0.0,10.0
1969-12-31 09:55:50,1571288400,0.0,0.0,64.99,64.99,0.31,1010.4,8.27,13.29,290.0,0.26,0.0,10.0
1969-12-31 09:55:51,1571292000,0.0,0.0,64.74,64.74,0.3,1010.1,9.29,13.54,288.0,0.22,0.0,10.0
1969-12-31 09:55:52,1571295600,0.0,0.0,63.98,63.98,0.32,1010.0,9.22,12.46,282.0,0.27,0.0,10.0
1969-12-31 09:55:53,1571299200,0.0,0.0,63.42,63.42,0.34,1009.7,8.1,11.66,281.0,0.37,0.0,10.0
1969-12-31 09:55:54,1571302800,0.0,0.0,61.31,61.31,0.36,1009.4,7.37,11.62,279.0,0.6,0.0,10.0
1969-12-31 09:55:55,1571306400,0.0,0.0,60.6,60.6,0.37,1009.2,8.51,12.76,275.0,0.51,0.0,10.0
1969-12-31 09:55:56,1571310000,0.0,0.0,59.73,59.73,0.39,1009.1,9.37,14.3,283.0,0.49,0.0,10.0
1969-12-31 09:55:57,1571313600,0.0,0.0,58.6,58.6,0.42,1008.8,11.53,18.11,288.0,0.54,0.0,10.0
1969-12-31 09:55:58,1571317200,0.0,0.0,56.22,56.22,0.49,1009.1,12.83,19.97,290.0,0.47,0.0,10.0
1969-12-31 09:55:59,1571320800,0.0,0.0,54.22,54.22,0.53,1009.5,11.98,18.99,288.0,0.37,0.0,10.0
1969-12-31 09:56:00,1571324400,0.0,0.0,55.24,55.24,0.51,1009.5,10.31,18.41,282.0,0.25,0.0,10.0
1969-12-31 09:56:01,1571328000,0.0,0.0,59.33,59.33,0.45,1009.4,11.44,18.45,281.0,0.19,1.0,10.0
1969-12-31 09:56:02,1571331600,0.0,0.0,64.05,64.05,0.38,1009.5,14.65,21.74,289.0,0.14,3.0,10.0
1969-12-31 09:56:03,1571335200,0.0,0.0,66.46,66.46,0.38,1009.1,17.63,25.04,288.0,0.09,5.0,10.0
1969-12-31 09:56:04,1571338800,0.0,0.0,67.42,67.42,0.42,1008.8,18.21,25.6,287.0,0.09,6.0,10.0
1969-12-31 09:56:05,1571342400,0.0019,0.01,67.39,67.39,0.45,1008.4,18.67,26.7,290.0,0.08,6.0,10.0
1969-12-31 09:56:06,1571346000,0.0021,0.01,67.6,67.6,0.46,1007.9,18.22,26.9,291.0,0.05,5.0,10.0
1969-12-31 09:56:07,1571349600,0.0015,0.01,66.73,66.73,0.46,1007.6,18.97,28.38,290.0,0.08,3.0,10.0
1969-12-31 09:56:08,1571353200,0.0,0.0,65.09,65.09,0.49,1007.5,19.58,30.71,290.0,0.07,2.0,10.0
1969-12-31 09:56:09,1571356800,0.0003,0.01,63.2,63.2,0.53,1007.9,19.66,30.97,292.0,0.04,0.0,10.0
1969-12-31 09:56:10,1571360400,0.0,0.0,60.63,60.63,0.56,1008.2,20.13,34.13,295.0,0.07,0.0,10.0
1969-12-31 09:56:11,1571364000,0.0,0.0,58.72,58.72,0.57,1008.5,20.76,37.44,288.0,0.1,0.0,10.0
1969-12-31 09:56:12,1571367600,0.0,0.0,56.68,56.68,0.6,1008.7,21.08,39.31,292.0,0.12,0.0,10.0
1969-12-31 09:56:13,1571371200,0.0018,0.01,55.45,55.45,0.59,1008.8,23.75,42.21,298.0,0.12,0.0,10.0
1969-12-31 09:56:14,1571374800,0.0014,0.01,53.96,53.96,0.59,1009.4,23.61,41.72,300.0,0.11,0.0,10.0
1969-12-31 09:56:15,1571378400,0.0017,0.01,52.82,52.82,0.61,1010.3,21.6,37.42,296.0,0.11,0.0,10.0
1969-12-31 09:56:16,1571382000,0.0,0.0,51.69,51.69,0.65,1011.1,20.32,35.28,297.0,0.12,0.0,10.0
1969-12-31 09:56:17,1571385600,0.0009,0.01,50.68,50.68,0.67,1012.0,18.92,31.71,300.0,0.12,0.0,10.0
1969-12-31 09:56:18,1571389200,0.0023,0.01,49.49,43.58,0.68,1012.3,16.79,27.29,296.0,0.13,0.0,10.0
1969-12-31 09:56:19,1571392800,0.0024,0.01,47.82,41.82,0.7,1012.7,15.11,23.73,288.0,0.14,0.0,10.0
1969-12-31 09:56:20,1571396400,0.0011,0.01,46.08,39.72,0.73,1013.1,14.62,22.1,303.0,0.15,0.0,10.0
1969-12-31 09:56:21,1571400000,0.0011,0.01,44.83,38.54,0.75,1013.6,13.2,20.5,296.0,0.11,0.0,10.0
1969-12-31 09:56:22,1571403600,0.0,0.0,44.39,38.02,0.76,1013.9,13.06,20.44,304.0,0.11,0.0,10.0
1969-12-31 09:56:23,1571407200,0.0013,0.01,44.76,38.48,0.74,1014.9,13.09,19.2,307.0,0.1,0.0,10.0
1969-12-31 09:56:24,1571410800,0.0,0.0,48.42,43.75,0.61,1015.1,10.99,18.55,307.0,0.09,0.0,10.0
1969-12-31 09:56:25,1571414400,0.0,0.0,53.73,53.73,0.5,1015.5,9.65,16.12,314.0,0.09,1.0,10.0
1969-12-31 09:56:26,1571418000,0.0,0.0,59.59,59.59,0.4,1015.4,7.94,12.75,327.0,0.08,3.0,10.0
1969-12-31 09:56:27,1571421600,0.0,0.0,63.75,63.75,0.34,1015.3,6.6,9.91,323.0,0.0,5.0,10.0
1969-12-31 09:56:28,1571425200,0.0,0.0,66.51,66.51,0.3,1014.9,6.55,9.0,318.0,0.0,6.0,10.0
1969-12-31 09:56:29,1571428800,0.0,0.0,68.75,68.75,0.27,1014.4,7.35,9.52,297.0,0.0,6.0,10.0
1969-12-31 09:56:30,1571432400,0.0,0.0,71.06,71.06,0.23,1013.7,7.85,11.46,301.0,0.0,5.0,10.0
1969-12-31 09:56:31,1571436000,0.0,0.0,71.14,71.14,0.22,1013.3,11.3,16.13,288.0,0.0,4.0,10.0
1969-12-31 09:56:32,1571439600,0.0009,0.01,69.79,69.79,0.23,1012.7,14.1,19.4,312.0,0.0,2.0,10.0
1969-12-31 09:56:33,1571443200,0.0,0.0,66.91,66.91,0.24,1012.9,14.96,20.95,295.0,0.0,0.0,10.0
1969-12-31 09:56:34,1571446800,0.0,0.0,62.89,62.89,0.29,1012.9,15.18,23.13,290.0,0.03,0.0,10.0
1969-12-31 09:56:35,1571450400,0.0,0.0,58.96,58.96,0.34,1013.3,14.7,24.66,291.0,0.08,0.0,10.0
1969-12-31 09:56:36,1571454000,0.0,0.0,55.94,55.94,0.38,1013.7,14.39,25.46,292.0,0.11,0.0,10.0
1969-12-31 09:56:37,1571457600,0.0,0.0,54.68,54.68,0.4,1014.0,14.49,26.49,293.0,0.1,0.0,10.0
1969-12-31 09:56:38,1571461200,0.0,0.0,54.55,54.55,0.41,1014.1,14.59,25.67,292.0,0.07,0.0,10.0
1969-12-31 09:56:39,1571464800,0.0,0.0,54.99,54.99,0.39,1014.1,14.86,23.42,294.0,0.03,0.0,10.0
1969-12-31 09:56:40,1571468400,0.0,0.0,54.58,54.58,0.41,1014.2,15.11,23.57,290.0,0.03,0.0,10.0
1969-12-31 09:56:41,1571472000,0.0,0.0,53.62,53.62,0.46,1014.1,15.14,24.0,294.0,0.04,0.0,10.0
1969-12-31 09:56:42,1571475600,0.0,0.0,52.01,52.01,0.49,1014.4,14.08,25.18,295.0,0.05,0.0,10.0
1969-12-31 09:56:43,1571479200,0.0,0.0,50.77,50.77,0.51,1014.3,14.14,23.19,301.0,0.07,0.0,10.0
1969-12-31 09:56:44,1571482800,0.0,0.0,49.66,44.55,0.53,1014.0,13.62,20.32,301.0,0.09,0.0,10.0
1969-12-31 09:56:45,1571486400,0.0,0.0,48.17,42.89,0.52,1014.4,12.8,16.87,298.0,0.0,0.0,10.0
1969-12-31 09:56:46,1571490000,0.0,0.0,47.72,42.28,0.57,1014.6,12.91,17.69,296.0,0.0,0.0,10.0
1969-12-31 09:56:47,1571493600,0.0017,0.01,46.93,41.42,0.6,1015.0,12.43,17.14,312.0,0.0,0.0,10.0
1969-12-31 09:56:48,1571497200,0.0,0.0,49.77,45.67,0.53,1015.2,10.26,17.69,304.0,0.0,0.0,10.0
1969-12-31 09:56:49,1571500800,0.0,0.0,54.82,54.82,0.46,1015.6,10.9,18.45,307.0,0.0,1.0,10.0
1969-12-31 09:56:50,1571504400,0.0,0.0,60.54,60.54,0.38,1015.6,12.05,19.51,310.0,0.0,3.0,10.0
1969-12-31 09:56:51,1571508000,0.0,0.0,65.16,65.16,0.32,1015.1,13.12,19.43,308.0,0.0,5.0,10.0
1969-12-31 09:56:52,1571511600,0.0,0.0,68.61,68.61,0.29,1014.4,13.84,20.9,310.0,0.05,6.0,10.0
1969-12-31 09:56:53,1571515200,0.0,0.0,70.49,70.49,0.26,1013.4,15.22,20.9,302.0,0.12,6.0,10.0
1969-12-31 09:56:54,1571518800,0.0,0.0,70.94,70.94,0.24,1012.6,17.81,25.56,299.0,0.15,5.0,10.0
1969-12-31 09:56:55,1571522400,0.0,0.0,69.3,69.3,0.27,1012.1,19.65,28.11,298.0,0.12,3.0,10.0
1969-12-31 09:56:56,1571526000,0.0,0.0,67.41,67.41,0.3,1012.2,20.29,29.39,294.0,0.05,2.0,10.0
1969-12-31 09:56:57,1571529600,0.0,0.0,65.44,65.44,0.33,1011.8,19.32,27.96,293.0,0.02,0.0,10.0
1969-12-31 09:56:58,1571533200,0.0,0.0,61.9,61.9,0.38,1012.4,17.68,28.78,293.0,0.07,0.0,10.0
1969-12-31 09:56:59,1571536800,0.0,0.0,59.2,59.2,0.43,1012.6,15.98,27.97,287.0,0.15,0.0,10.0
1969-12-31 09:57:00,1571540400,0.0,0.0,56.51,56.51,0.48,1012.7,14.87,28.79,288.0,0.23,0.0,10.0
1969-12-31 09:57:01,1571544000,0.0,0.0,55.18,55.18,0.55,1012.9,15.28,28.77,284.0,0.24,0.0,10.0
1969-12-31 09:57:02,1571547600,0.0,0.0,55.31,55.31,0.56,1012.9,15.99,27.84,290.0,0.15,0.0,10.0
1969-12-31 09:57:03,1571551200,0.0,0.0,54.8,54.8,0.58,1012.9,17.19,27.2,291.0,0.07,0.0,10.0
1969-12-31 09:57:04,1571554800,0.0,0.0,54.92,54.92,0.62,1012.7,17.35,28.81,296.0,0.15,0.0,10.0
1969-12-31 09:57:05,1571558400,0.0014,0.01,54.69,54.69,0.66,1012.8,18.87,33.01,296.0,0.29,0.0,10.0
1969-12-31 09:57:06,1571562000,0.0032,0.01,54.08,54.08,0.67,1012.7,19.66,33.65,298.0,0.37,0.0,10.0
1969-12-31 09:57:07,1571565600,0.0026,0.01,53.43,53.43,0.71,1013.0,19.3,34.74,300.0,0.38,0.0,10.0
